Description,Currency_Time,Prerequisite_1,Remarks,Offline,Availability,Website,Local_Fees,Prerequisite_2_grade,City,Country,Course,Distance,Blended,Face_to_Face,Duration,Prerequisite_1_grade,Level_Code,Career_Outcomes,Faculty,Currency,Part_Time,Online,Prerequisite_2,Int_Fees,Full_Time,University,Duration_Time,Course_Lang,Prerequisite_3_grade,Prerequisite_3
"In this workshop, you will self-assess your organisation’s culture and consider means to improve aspects of the culture using evidence-based practical tools and frameworks to improve your organisation’s performance. With remote working and the stress of economic uncertainty, there has never been a more important time to strengthen your organisation’s culture to build a high performance culture. Front page stories about bad corporate behaviour remind us regularly of culture being the root cause of governance issues. Dr David White’s investigation into over 300 organisations established that culture and leadership are key influencers on organisational performance by up to 35%. Attention to culture is essential. Examine lessons learned and limitations from the banking royal commission on culture Identify factors including culture that collectively influence organisational performance Recognise key characteristics of high performing organisations based on key global research Consider organisational cultures and leadership styles for high-performance Investigate frameworks and tools for assessing your organisation’s cultures Self-assess your organisation’s culture Dr David White FGIA, former Program Leader: Leadership Capability, (SA) Dept of Premier & Cabinet, Public Sector Management Division senior professionals with governance or risk management responsibilities CEOs or senior executives non-executive directors.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05131/workshop-improving-organisational-performance?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,285.00 Member / 335.00 Subscriber / 355.00 Non-member,,Sydney,,Workshop: Improving organisational performance through culture,no,no,no,2.5,,VOC,,Humanities and Social Science,AUD,yes,no,,285.00 Member / 335.00 Subscriber / 355.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
"This half-day course provides practical information and resources you can apply directly in your role as company secretary. Covering the essentials of corporate governance, the program will equip you to: Perform your key responsibilities with confidence, including statutory obligations, corporate governance, director and shareholder meetings and minutes. Who should attend this event? View the course outline  Members of Governance Institute receive a discount of up to $110 per subject — find out if you are eligible.",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04642/accidental-company-secretary?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,485.00 Member / 565.00 Subscriber / 595.00 Non-member,,Sydney,,Accidental Company Secretary®,no,no,yes,3.5,,VOC,,Medical and Nursing,AUD,yes,no,,485.00 Member / 565.00 Subscriber / 595.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
"In this workshop, you will self-assess your organisation’s culture and consider means to improve aspects of the culture using evidence-based practical tools and frameworks to improve your organisation’s performance. With remote working and the stress of economic uncertainty, there has never been a more important time to strengthen your organisation’s culture to build a high performance culture. Front page stories about bad corporate behaviour remind us regularly of culture being the root cause of governance issues. Dr David White’s investigation into over 300 organisations established that culture and leadership are key influencers on organisational performance by up to 35%. Attention to culture is essential. Examine lessons learned and limitations from the banking royal commission on culture Identify factors including culture that collectively influence organisational performance Recognise key characteristics of high performing organisations based on key global research Consider organisational cultures and leadership styles for high-performance Investigate frameworks and tools for assessing your organisation’s cultures Self-assess your organisation’s culture Dr David White FGIA, former Program Leader: Leadership Capability, (SA) Dept of Premier & Cabinet, Public Sector Management Division senior professionals with governance or risk management responsibilities CEOs or senior executives non-executive directors.",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05130/workshop-improving-organisational-performance?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,285.00 Member / 335.00 Subscriber / 355.00 Non-member,,Sydney,,Workshop: Improving organisational performance through culture,no,no,yes,2.5,,VOC,,Humanities and Social Science,AUD,yes,no,,285.00 Member / 335.00 Subscriber / 355.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
"This subject is the point of entry to the Graduate Diploma of Applied Corporate Governance for students coming from the private sector, and provides a detailed examination of the Corporations Act 2001 as it applies to corporate administration, compliance and governance. As this is the threshold subject, the level of assumed knowledge is limited. The subject includes the following: ",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04970/applied-corporate-law-online-2021s1?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",,Online,,Applied Corporate Law,no,no,yes,108,,VOC,,Business & Commerce & Finance & Accounting,AUD,yes,yes,,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
This subject is designed for the corporate sector and provides a highly practical review of key issues relating to company secretarial practice and the rules of company meetings and their application with particular reference to ASX Listing Rules and governance principles. It also builds upon the subject Applied Corporate Law or equivalent university studies undertaken by law graduates.  The subject includes the following: ,year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04973/corporate-accountability-meetings-and-disclos?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",,Online,,Corporate Accountability: Meetings and Disclosure,no,no,yes,108,,VOC,,Computer Science & Information Technology,AUD,yes,yes,,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"This subject ties together the full range of legal, managerial and ethical issues which affect corporate governance best practice. It identifies the best practice principles which students can apply in their own corporate or governmental situations. It builds upon the knowledge of the law and its practical application gained from Applied Corporate Law OR Public Law and Government and Corporate Accountability: Meetings and Disclosure OR Public Sector Accountability and Transparency.  The subject includes the following: ",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04975/corporate-governance-online-2021s1?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",,Online,,Corporate Governance,no,no,yes,108,,VOC,,Humanities and Social Science,AUD,yes,yes,,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"This subject ties together the full range of legal, managerial and ethical issues which affect corporate governance best practice. It identifies the best practice principles which students can apply in their own corporate or governmental situations. It builds upon the knowledge of the law and its practical application gained from Applied Corporate Law OR Public Law and Government and Corporate Accountability: Meetings and Disclosure OR Public Sector Accountability and Transparency.  The subject includes the following: ",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04978/development-of-strategy-online-study?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",,Online,,Development of Strategy,no,no,yes,108,,VOC,,Humanities and Social Science,AUD,yes,yes,,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"The subject allows students to develop an enhanced knowledge of enterprise risk management practices to assist the board, or other governing body to determine its strategic responsibility for risk-taking; demonstrate an understanding of how different risks operate within the context of existing enterprise management frameworks; formulate the organisation’s attitude and policy to risk appetite; tolerance for key individual risks and ensure clear lines of accountability. Learning outcomes: Indicative content: Required texts: ISO 31000:2018 – Risk Management: Guidelines",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04979/enterprise-risk-management-online-2021s1?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",,Online,,Enterprise Risk Management,no,no,yes,108,,VOC,,Humanities and Social Science,AUD,yes,yes,,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"The aim of this subject is to develop knowledge of finance and accounting and the ability to use that knowledge to interpret financial and accounting information in order to provide advice to the board, or a similar decision-making body, in strategy development and/or decision-making. Learning outcomes: Indicative content: Required texts: Birt J, Chalmers K, Maloney S, Brooks A and Oliver J, 2017, Accounting: Business Reporting for Decision Making, 6th ed, John Wiley & Sons Australia Ltd; Accounting Standards. ",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04981/finance-for-decision-making-online-2021s1?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",,Online,,Finance for Decision Making,no,no,yes,108,,VOC,,Business & Commerce & Finance & Accounting,AUD,yes,yes,,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"This subject is the point of entry to the Graduate Diploma of Applied Corporate Governance for students coming from the public sector. It examines the legislative, constitutional and government framework that is the basis of our system of government. This subject attempts to address state issues but is primarily focused on the federal level of government. It includes an overview of the Corporations Act.  The subject includes the following: ",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04984/public-law-and-government-online-2021s1?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",,Online,,Public Law and Government,no,no,yes,108,,VOC,,Law,AUD,yes,yes,,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"This subject ties together the fundamental frameworks of risk and compliance. It provides a practical foundation of approaches to both risk management and compliance. It highlights legal requirements in terms of privacy, trade practices and equal opportunity, health and safety. The subject includes the following: ",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04985/risk-and-compliance-online-2021s1?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",,Online,,Risk and Compliance,no,no,yes,108,,VOC,,Business & Commerce & Finance & Accounting,AUD,yes,yes,,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"This subject is available via online delivery only and prerequisite subjects apply. It is a requirement to have completed and passed Risk and Compliance, Advanced Risk Management and Risk Management in Practice prior to the commencement of the Risk Management Project subject.  This project-based subject allows students to apply the knowledge, skills and tools they have acquired from the pre-requisite subjects, as they will be required to produce a 5,000 word risk report based on risk management processes in their own workplace, or another organisation of their choice. As such, this subject forms the capstone to the course. Online support and guidance will be provided to students throughout the semester.  In preparation for completing the risk report, students will first be required to submit a risk project brief, outlining the risk report’s scope, methodology and objectives.",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04989/risk-management-project-online-2021s1?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",,Online,,Risk Management Project,no,no,yes,108,,VOC,,Business & Commerce & Finance & Accounting,AUD,yes,yes,,"2,030.00 Member / 2,180.00 Subscriber / 2,290.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"Exploring the role of the company director and the board’s vital contribution towards organisational culture and sustainable governance, this course draws on theory, practice, and the collective knowledge of the participants to simulate the boardroom experience. What issues and challenges are faced by a director on a board? How can you best prepare for and understand directorship in the current landscape, with the lens firmly on director capability? Is this course right for you? This course is for: aspiring or newly appointed directors executives seeking director transition pathways directors wanting to refine their skills Dates of course modules: Module 1: High Performing Boards — 16 March, 9am to 5pm Module 2: Director dynamics — 17 March, 9am to 4:30pm, plus board dinner — 5pm to 6:30pm Module 3:Board meeting simulation — 18 March, 9am to 12pm Module 4: Acquiring a non-executive director role — 18 March, 12:45pm to 4:45pm Members of Governance Institute receive a discount of up to $400 — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05022/effective-director-course?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"3,800.00 Member / 3,995.00 Subscriber / 4,200.00 Non-member",,Sydney,,Effective Director Course,no,no,no,21,,SHORT COURSES,,Business & Commerce & Finance & Accounting,AUD,yes,no,,"3,800.00 Member / 3,995.00 Subscriber / 4,200.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"Exploring the role of the company director and the board’s vital contribution towards organisational culture and sustainable governance, this course draws on theory, practice, and the collective knowledge of the participants to simulate the boardroom experience. What issues and challenges are faced by a director on a board? How can you best prepare for and understand directorship in the current landscape, with the lens firmly on director capability? Is this course right for you? This course is for: aspiring or newly appointed directors executives seeking director transition pathways directors wanting to refine their skills Dates of course modules: Module 1: High Performing Boards — 16 March, 9am to 5pm Module 2: Director dynamics — 17 March, 9am to 4:30pm, plus board dinner — 5pm to 6:30pm Module 3:Board meeting simulation — 18 March, 9am to 12pm Module 4: Acquiring a non-executive director role — 18 March, 12:45pm to 4:45pm Members of Governance Institute receive a discount of up to $400 — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05022/effective-director-course?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"3,800.00 Member / 3,995.00 Subscriber / 4,200.00 Non-member",,Perth,,Effective Director Course,no,no,no,21,,SHORT COURSES,,Business & Commerce & Finance & Accounting,AUD,yes,no,,"3,800.00 Member / 3,995.00 Subscriber / 4,200.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"Using the Tricker Model as an integrating framework, this module defines corporate governance and outlines how it operates in practice. Explore the boundaries between board and the executive, the balance between conformance and performance, and ensuring the appropriate level of monitoring and supervising of management activity. Objectives Topics Members of Governance Institute receive a discount of up to $130 for the full day module — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05023/effective-director-course-module-1-high-perfo?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"1,270.00 Member / 1,332.00 Subscriber / 1,400.00 Non-member",,Sydney,,Effective Director Course – Module 1: High-performing boards,no,no,no,7,,SHORT COURSES,,Creative Arts & Design & Music,AUD,yes,no,,"1,270.00 Member / 1,332.00 Subscriber / 1,400.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"Using the Tricker Model as an integrating framework, this module defines corporate governance and outlines how it operates in practice. Explore the boundaries between board and the executive, the balance between conformance and performance, and ensuring the appropriate level of monitoring and supervising of management activity. Objectives Topics Members of Governance Institute receive a discount of up to $130 for the full day module — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05023/effective-director-course-module-1-high-perfo?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"1,270.00 Member / 1,332.00 Subscriber / 1,400.00 Non-member",,Perth,,Effective Director Course – Module 1: High-performing boards,no,no,no,7,,SHORT COURSES,,Creative Arts & Design & Music,AUD,yes,no,,"1,270.00 Member / 1,332.00 Subscriber / 1,400.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"Effective director conduct requires the development of softer skills to make you aware of the types of behaviour you may experience and will need as a director. Self-awareness of your behaviour and communication styles and the impact of these on your director effectiveness is key. This module includes a board room dinner from 5.00pm to 6.30pm. Objectives Topics We recommend you also attend module 3, the simulated board meeting, which is a companion module. Members of Governance Institute receive a discount of up to $130 for the full day module — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05024/effective-director-course-module-2-director-d?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"1,270.00 Member / 1,332.00 Subscriber / 1,400.00 Non-member",,Sydney,,Effective Director Course – Module 2: Director dynamics,no,no,no,7,,SHORT COURSES,,Creative Arts & Design & Music,AUD,yes,no,,"1,270.00 Member / 1,332.00 Subscriber / 1,400.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"Effective director conduct requires the development of softer skills to make you aware of the types of behaviour you may experience and will need as a director. Self-awareness of your behaviour and communication styles and the impact of these on your director effectiveness is key. This module includes a board room dinner from 5.00pm to 6.30pm. Objectives Topics We recommend you also attend module 3, the simulated board meeting, which is a companion module. Members of Governance Institute receive a discount of up to $130 for the full day module — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05024/effective-director-course-module-2-director-d?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"1,270.00 Member / 1,332.00 Subscriber / 1,400.00 Non-member",,Perth,,Effective Director Course – Module 2: Director dynamics,no,no,no,7,,SHORT COURSES,,Creative Arts & Design & Music,AUD,yes,no,,"1,270.00 Member / 1,332.00 Subscriber / 1,400.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"Take part in a simulated board meeting using a hypothetical case study to put into practice the strategies and techniques you have covered in modules 1 and 2. The pre-reading and attendance at a boardroom dinner will prepare you for this simulation. Guided by an expert facilitator, this experience will enhance your knowledge about effective director communication context, progression and quality. This session will allow you to develop a deeper understanding of how to influence boardroom discussion to raise issues that require elevation for exploration, whilst maintaining a professional and respected presence. Please note that this module cannot be undertaken as a standalone module. There is a prerequisite entry requirement for this module which is attending module 2. Members of Governance Institute receive a discount of up to $65 for the half day module — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05025/effective-director-course-module-3-board-meet?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,635.00 Member / 666.00 Subscriber / 700.00 Non-member,,Sydney,,Effective Director Course – Module 3: Board meeting  simulation,no,no,no,3,,SHORT COURSES,,Creative Arts & Design & Music,AUD,yes,no,,635.00 Member / 666.00 Subscriber / 700.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
"Take part in a simulated board meeting using a hypothetical case study to put into practice the strategies and techniques you have covered in modules 1 and 2. The pre-reading and attendance at a boardroom dinner will prepare you for this simulation. Guided by an expert facilitator, this experience will enhance your knowledge about effective director communication context, progression and quality. This session will allow you to develop a deeper understanding of how to influence boardroom discussion to raise issues that require elevation for exploration, whilst maintaining a professional and respected presence. Please note that this module cannot be undertaken as a standalone module. There is a prerequisite entry requirement for this module which is attending module 2. Members of Governance Institute receive a discount of up to $65 for the half day module — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05025/effective-director-course-module-3-board-meet?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,635.00 Member / 666.00 Subscriber / 700.00 Non-member,,Perth,,Effective Director Course – Module 3: Board meeting  simulation,no,no,no,3,,SHORT COURSES,,Creative Arts & Design & Music,AUD,yes,no,,635.00 Member / 666.00 Subscriber / 700.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
"Is a non-executive director role for you? How do you position yourself to find a role? What other pathways could you consider? This facilitated session includes advice from a director and executive recruitment specialist. Hear about current trends in director recruitment and appointment. Learn from, and take the opportunity to question, an experienced non-executive director about their pathway to success.  Members of Governance Institute receive a discount of up to $65 for the half day module — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05026/effective-director-course-module-4-acquiring-?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,635.00 Member / 666.00 Subscriber / 700.00 Non-member,,Sydney,,Effective Director Course – Module 4: Acquiring a non-executive director role,no,no,no,4,,SHORT COURSES,,Creative Arts & Design & Music,AUD,yes,no,,635.00 Member / 666.00 Subscriber / 700.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
"Is a non-executive director role for you? How do you position yourself to find a role? What other pathways could you consider? This facilitated session includes advice from a director and executive recruitment specialist. Hear about current trends in director recruitment and appointment. Learn from, and take the opportunity to question, an experienced non-executive director about their pathway to success.  Members of Governance Institute receive a discount of up to $65 for the half day module — find out if you are eligible.",year,,,no,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E05026/effective-director-course-module-4-acquiring-?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,635.00 Member / 666.00 Subscriber / 700.00 Non-member,,Perth,,Effective Director Course – Module 4: Acquiring a non-executive director role,no,no,no,4,,SHORT COURSES,,Creative Arts & Design & Music,AUD,yes,no,,635.00 Member / 666.00 Subscriber / 700.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
"Certificate in Governance for Not-For-Profits (Intensive) The Certificate in Governance for Not-for-Profits is designed to address the learning needs of a wide range of professionals with varying levels of governance responsibilities in the NFP sector. Designed and taught by experts in the intricate area of governance for NFPs, you’ll leave confident in your ability to support good governance practices in your NFP. Find out more about the Certificate in Governance for Not-for-Profits We offer the opportunity to complete this highly regarded Certificate in a convenient, intensive mode of study. The intensive Certificate allows students to complete the required six short courses over three consecutive days. Over three days, you’ll complete the following short courses: Day 1 Governance Essentials Not-for-Profit Officers, Directors and the Board Day 2 Not-for-Profit Financial Management Not-for-Profit Regulatory Compliance Day 3 Accidental Company Secretary Minutes for Boards and Committees Entry conditions There are no prerequisites required for entry to the Certificates, so anyone can study. If you don’t need the full Certificate, you can register for the short courses that suit your needs. What’s included? The Certificate fee includes the six short courses scheduled above and: a downloadable soft copy of the course materials prior to each short course an online exam for each course, which must be completed within 28 days from the first day of attendance eligibility to apply for Membership of Governance Institute Become a member and save If you complete the Certificate and pass the corresponding online exams, you’ll be eligible to apply for Affiliate membership and gain the nationally recognised postnominal GIA(Affiliated). You may already be eligible for membership via our professional entry scheme. Apply for membership in advance to receive a discount of $110 per short course. That’s a saving of up to $660 for the entire Certificate. Find out if you are eligible. ",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04643/certificate-in-governance-for-not-for-profits?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,910.00 Member / 3,390.00 Subscriber / 3,570.00 Non-member",,Sydney,,Certificate in Governance for Not-for-Profits,no,no,yes,21,,VOC,,Humanities and Social Science,AUD,yes,no,,"2,910.00 Member / 3,390.00 Subscriber / 3,570.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
This half-day course provides a concise and practical overview of the essentials of good governance across all sectors. Why you should register: Who should attend? View the course outline   Members of Governance Institute receive a discount of up to $110 per subject — find out if you are eligible.,year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04644/governance-essentials?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,485.00 Member / 565.00 Subscriber / 595.00 Non-member,,Sydney,,Governance Essentials,no,no,yes,3.5,,VOC,,Humanities and Social Science,AUD,yes,no,,485.00 Member / 565.00 Subscriber / 595.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
This half-day course provides a concise and practical overview of the essentials of good governance across all sectors. Why you should register: Who should attend? View the course outline   Members of Governance Institute receive a discount of up to $110 per subject — find out if you are eligible.,year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04808/governance-essentials?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,485.00 Member / 565.00 Subscriber / 595.00 Non-member,,Online,,Governance Essentials,no,no,yes,3.5,,VOC,,Humanities and Social Science,AUD,yes,yes,,485.00 Member / 565.00 Subscriber / 595.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
"The Certificate in Governance for Not-for-Profits is designed to address the learning needs of a wide range of professionals with varying levels of governance responsibilities in the NFP sector. Designed and taught by experts in the intricate area of governance for NFPs, you’ll leave confident in your ability to support good governance practices in your NFP. Find out more about the Certificate in Governance for Not-for-Profits We offer the opportunity to complete this highly regarded Certificate in a convenient, intensive mode of study. The intensive Certificate allows students to complete the required six short courses over three consecutive days. Over three days, you’ll complete the following short courses: Day 1 Governance Essentials Not-for-Profit Officers, Directors and the Board Day 2 Not-for-Profit Financial Management Not-for-Profit Regulatory Compliance Day 3 Accidental Company Secretary® Minutes for Boards and Committees You can register for the short course electives that suit your needs. To do so, please take a look at our full list of short courses here or take a look at some of the short courses we have coming up in your state here. Please contact customerservice@governanceinstitute.com.au if you have any questions about which short course is best suited for you. There are no prerequisites required for entry to the Certificates, so anyone can study. If you don’t need the full Certificate, you can register for the short courses that suit your needs. The Certificate fee includes the six short courses scheduled above and: If you complete the Certificate and pass the corresponding online exams, you’ll be eligible to apply for Affiliate membership and gain the nationally recognised postnominal GIA(Affiliated). You may already be eligible for membership via our professional entry scheme. Apply for membership in advance to receive a discount of $110 per short course. That’s a saving of up to $660 for the entire Certificate. Find out if you are eligible",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04816/certificate-in-governance-for-not-for-profits?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,"2,910.00 Member / 3,390.00 Subscriber / 3,570.00 Non-member",,Online,,Certificate in Governance for Not-for-Profits,no,no,yes,21,,VOC,,Humanities and Social Science,AUD,yes,yes,,"2,910.00 Member / 3,390.00 Subscriber / 3,570.00 Non-member",yes,Governance Institute of Australia,Hours,English,,
"This practical half-day course provides participants with a sound knowledge of officer and director duties as well as the skills required to participate effectively in an Not-for-Profit (NFP) board or management committee. This informative half-day course provides participants with: Supported by a suite of resources, this course is recommended for all professionals looking to consolidate their corporate governance knowledge in the NFP sector. It is particularly designed to strengthen the knowledge and capabilities of those who interact with boards. Who should attend? NFP professionals including board secretaries and managers that interact with boards, CEOs, CFOs, board and committee members, general managers treasurers and governance professionals. View the course outline   Members of Governance Institute receive a discount of up to $110 per subject — find out if you are eligible.",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04645/not-for-profit-officers-directors-and-the-boa?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,485.00 Member / 565.00 Subscriber / 595.00 Non-member,,Sydney,,"Not-for-Profit Officers, Directors and the Board",no,no,yes,3.5,,VOC,,Computer Science & Information Technology,AUD,yes,yes,,485.00 Member / 565.00 Subscriber / 595.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
"This practical half-day course provides participants with a sound knowledge of officer and director duties as well as the skills required to participate effectively in an Not-for-Profit (NFP) board or management committee. This informative half-day course provides participants with: Supported by a suite of resources, this course is recommended for all professionals looking to consolidate their corporate governance knowledge in the NFP sector. It is particularly designed to strengthen the knowledge and capabilities of those who interact with boards. Who should attend? NFP professionals including board secretaries and managers that interact with boards, CEOs, CFOs, board and committee members, general managers treasurers and governance professionals. View the course outline   Members of Governance Institute receive a discount of up to $110 per subject — find out if you are eligible.",year,,,yes,A,https://www.governanceinstitute.com.au/courses-events/calendar-of-events/eventdetails/E04817/not-for-profit-officers-directors-and-the-boa?DateFrom=24%2F11%2F2020&DateTo=24%2F05%2F2021&CalendarType=Combined,485.00 Member / 565.00 Subscriber / 595.00 Non-member,,Online,,"Not-for-Profit Officers, Directors and the Board",no,no,yes,3.5,,VOC,,Computer Science & Information Technology,AUD,yes,yes,,485.00 Member / 565.00 Subscriber / 595.00 Non-member,yes,Governance Institute of Australia,Hours,English,,
